SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,TotalSpend
0,-0.3431369275747509,0.6665304500813278,-0.10345865505992786,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.2287112107759227
0,-1.1172721918246462,-1.0154359844190488,-0.9352073236402862,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.134518387969488
0,0.02355872391204165,0.7911821127172253,0.2670946968778219,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.01863924095765093
0,0.3902543753988342,-0.1545085011471169,0.061016031929467376,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-0.06029761860897816
0,-0.38388088885106114,1.1684611449618754,0.0041690270512925445,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,-0.4485499029158933
0,-0.9950403079957154,0.19617817640187488,-0.7632103903709306,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.19520519306895937
0,1.368109446030281,-0.3323448731743307,0.5216598642407004,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,-0.45468416032953757
0,-0.3431369275747509,-0.5068572008645872,-0.47335022580002734,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.17392142262381283
1,-0.3431369275747509,-0.3323448731743307,-0.43765815987341233,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.11403979867626009
0,1.4903413298592119,0.45877767902149863,1.3558350638791106,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,0.683735336262623
0,0.8384379494382472,1.1800953001412255,1.2871642349362475,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,0.989436683592122
0,1.1236456783724194,-0.3722334052178177,0.4207823503455148,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,-0.41825845711885046
0,-1.0357842692720256,0.5418787874454303,-0.7529527818073485,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.5612695238881763
0,-0.506112772679992,-1.5107185906256815,-0.8159984705701827,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.7645939746407734
0,-0.38388088885106114,0.6914607826085073,-0.18304887376402373,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.26543857983340413
0,1.6125732136881425,0.5319066544345585,1.5200009196429358,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.8577384231236443
0,-0.8728084241667845,0.3374500607225587,-0.6430750436241164,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.29452925573424216
0,-0.46536881140368175,-1.5024084797832884,-0.8351239471822811,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,0.6991740484795613
1,-1.2802480369298874,0.95572230739661,-0.9660904461973079,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-1.2235616078946123
1,-0.05792919864057891,0.8609870437933281,0.2478809827727035,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-0.04987628948686852
0,1.0014137945434884,0.16459975520078074,0.7107969305292032,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,0.16483246543654315
0,0.512486259227765,-1.4891123024354593,-0.6162949644925276,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-0.7631495934451928
0,-0.9135523854430948,1.0122310611248837,-0.5566684785842209,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.9247261005102326
0,1.0421577558197987,1.2399280982064562,1.589201173543919,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,1.2922006842047515
0,-0.7505765403378537,-1.4907743246039378,-0.8889488179245189,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.118940234985724
0,-0.22090504374582004,0.5335686766030371,-0.03483194486357485,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,-0.11786801184639321
0,-0.7505765403378537,0.8676351324672428,-0.4519085149961523,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,-0.6512265760028385
0,-0.8320644628904743,-1.1833002234353907,-0.8709924880949363,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.9845820648509466
0,1.4903413298592119,0.9474121965542169,1.8153759275275927,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,1.4119675529374487
0,-0.3023929662984406,0.8094643565704907,-0.011272534227218285,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,-0.2447763278962093
1,1.0421577558197987,1.4643010909510716,1.7664923563944785,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,1.5260327387900519
0,0.10504664646466222,-0.6132266196472196,-0.2740879071874726,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,-0.06441739991680136
1,-0.6690886177852331,0.6632064057443707,-0.41169427755225907,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.4437438573258135
0,0.512486259227765,0.4637637455269347,0.5811981126559873,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,0.2376725471105559
0,-0.6283446565089229,0.6233178737008834,-0.42095921431936556,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-0.39165845524645376
0,-1.2802480369298874,-0.6348329078374417,-0.9872012664023578,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.8127435840373769
0,-0.42462485012737144,-1.5024084797832884,-0.8209618295525611,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.6379599755580708
1,-1.2802480369298874,0.17124784387469535,-0.9765024703736753,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.2192397159490546
0,1.4088534073065913,0.10144291279859248,1.0342976393140049,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.14291819334340242
0,1.4088534073065913,1.3579316721684396,1.956489738239927,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1.9131266632240431
0,-1.2395040756535771,-0.6713973955439717,-0.9645242306962019,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,0.8321998081599498
0,-0.38388088885106114,0.3374500607225587,-0.2527344338766176,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.12954062925302037
1,-0.9542963467194051,0.35573230457582355,-0.7261506433025047,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.33947403866678316
0,-1.1172721918246462,-1.4841262359300234,-0.9553254720488605,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.6581729725619991
0,0.8791819107145575,-0.6514531295222281,0.07820028369512455,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,-0.5727458071543307
0,1.0014137945434884,1.0122310611248837,1.4035715476029638,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,1.0136621478758516
0,-0.3431369275747509,0.8327326669291911,-0.05217061224201689,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,-0.285741328821211
0,0.6754621043330061,1.1850813666466615,1.1728966814752673,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,0.8004775537209888
0,-1.1172721918246462,-0.5866342649515616,-0.9089125507203079,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.6554301510018714
0,-1.2395040756535771,0.5119623884128152,-0.9274644836277759,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,-0.6345794670190241
0,-1.1580161531009565,0.7413214476628662,-0.8567200735989412,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,-0.8584622110337844
0,1.5310852911355222,0.48038396721172105,1.521456838277767,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,0.7355088262951951
0,-1.1172721918246462,0.3690284819236528,-0.8495287179178062,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.41230526084456137
0,0.8384379494382472,0.6947848269454648,1.0292019240920967,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0.582533965604963
0,0.5939741817803856,1.128572612918388,0.9928480769678308,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,0.6703429943379513
0,-0.05792919864057891,-1.485788258098502,-0.7473938197470845,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.08607052314122784
0,-0.791320501614164,-0.09966176958732204,-0.6764288159856998,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0788644015015949
0,-0.18016108246950976,-0.4952230456852367,-0.38517891089973055,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08921991997449973
0,-0.9135523854430948,0.7197151594726443,-0.6408029281788499,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.6574975007757916
0,0.22727853029359305,-1.4758161250876303,-0.6793406532553619,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-0.3354213198935021
0,-1.2802480369298874,-0.648129085185271,-0.9873777413883978,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.829765988985607
0,1.4088534073065913,1.3064089849456015,2.098971230094072,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,1.840538749776556
0,0.797693988161937,0.35240826023886646,0.698024553414549,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,0.2811139505711512
0,1.2051336009250397,1.4410327805923713,2.004027687604485,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1.7366370239263071
0,-0.6690886177852331,0.7130670707987297,-0.41612821157651725,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.477105060788887
1,-1.1172721918246462,0.5385547431084732,-0.8433962121529118,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.6017122382503631
0,-0.8320644628904743,1.0271892606411914,-0.48499757487867556,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,-0.8546876804422764
0,1.6125732136881425,1.7302246379076531,2.732891439323452,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,2.790113904753147
1,1.5718292524118322,1.3612557165053967,2.249857343158378,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,2.1396615552160108
0,-0.3431369275747509,-1.4841262359300234,-0.8058070401263656,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.5092585167301081
0,-0.7098325790615434,-1.5024084797832884,-0.8610657701301794,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,1.0664584860085042
0,1.4088534073065913,0.8576629994563706,1.6645339332097968,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,1.2083214391048989
0,-1.2395040756535771,-0.1279161464514586,-0.9479797007549403,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15855258486848278
0,-1.1172721918246462,-1.3212480634191175,-0.9519945066873531,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.4761937197603465
0,-0.7098325790615434,0.776223913200918,-0.3938482445889516,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,-0.5509890222366512
0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,1.8979218994870266
0,0.3495104141225239,-0.14952243464168102,0.10059054754896525,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-0.052259648052221955
0,0.4309983366751445,-0.02819481634274062,0.2001886177953601,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.012151918946582388
1,-1.2802480369298874,0.31584377253233625,-0.9745833049004888,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4043583697610534
1,-1.2802480369298874,0.1928541320649173,-0.9762156985213601,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.24690112398992764
0,-0.26164900502213034,0.8643110881302852,0.03463302151646899,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.22614613623888394
0,-0.42462485012737144,0.48370801154867815,-0.24395480332112152,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.2053944419092663
0,1.5718292524118322,0.856000977287892,1.8180009929449399,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,1.3454873761942252
0,-1.0357842692720256,-1.5073945462887242,-0.9344131862031058,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,1.5613355586323028
1,-0.18016108246950976,-0.011574594657954289,-0.18340182373610406,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00208529150272285
1,-0.6690886177852331,0.16127571086382367,-0.5470726512182891,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.10790774246420667
0,-1.0357842692720256,-1.5057325241202457,-0.9506268255455421,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1.5596140622150114
0,1.4903413298592119,1.5191478225108668,2.2818875531246596,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,2.264048786053571
0,-1.2802480369298874,-1.3328822185984677,-0.9964662031694643,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.7064198438194413
0,-1.1987601143772668,0.41888914697801183,-0.916412737627013,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,-0.5021476017427572
1,-0.46536881140368175,1.0637537483477213,-0.11162062316428369,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,-0.49503781749479026
0,1.4903413298592119,0.6848126939345931,1.582142174102314,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0206046609829509
0,1.5718292524118322,-0.5716760654352537,0.4828794860583834,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,-0.8985771625548326
0,1.4903413298592119,-1.509056568457203,-0.41343696803940533,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,-2.249009373067287
0,0.6347181430566958,1.2980988741032085,1.1747717282019436,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.8239269068747761
0,0.5939741817803856,0.6166697850269688,0.7860635120753159,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.3662859309900801
0,-1.2395040756535771,-0.5118432673700231,-0.9603550091510038,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.6344318160009872
0,0.512486259227765,1.451004913603243,1.1829998744260641,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.7436200802936324
0,0.7569500268856267,0.5385547431084732,0.7952181519761473,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4076590272753406
0,-0.42462485012737144,0.4787219450432425,-0.23848407875387764,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,-0.2032772341666706
0,1.6125732136881425,0.726363248146559,1.7389401991989644,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,1.1713139173686544
0,0.18653456901728277,0.9357780413748666,0.49940195662638986,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.17455495364369775
0,1.5718292524118322,0.8493528886139774,1.7832574800682903,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,1.3350377159439384
0,-1.0357842692720256,-0.5351115777287238,-0.8572494985570616,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5542601545167468
0,1.368109446030281,-1.3179240190821602,-0.264580317314561,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,-1.8030642996564956
0,0.7569500268856267,0.38564870360843917,0.7425183092699155,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,0.2919167965648151
0,-0.09867315991688919,-1.504070501951767,-0.7389009610439036,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.1484113891653625
0,0.06430268518835193,0.6831506717661141,0.27058007785211435,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.04392842258278758
0,1.2866215234776603,-1.3295581742615106,-0.3390307020502382,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,-1.7106381637205212
1,1.3273654847539706,1.2748305637445079,1.9893802637631546,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,1.6921660892239063
0,0.5939741817803856,1.1950534996575333,1.052628978488923,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.7098309246428697
0,-1.2802480369298874,1.0238652163042339,-0.9651860118938523,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-1.31080143325429
0,0.6754621043330061,-0.1678046784949459,0.2872128452863961,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.1133457012531197
0,1.4088534073065913,0.974004551249875,1.7733528214767884,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1.3722296307605137
0,0.2680224915699033,-1.5107185906256815,-0.6635902607512808,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-0.40490656072046793
0,-0.7505765403378537,-1.4924363467724167,-0.8821765903352291,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.1201877098349058
1,0.4309983366751445,1.4410327805923713,1.0224076371295516,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,0.6210827315296704
1,0.9606698332671781,1.205025632668405,1.460639146213689,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,1.1576317736182324
0,-0.7505765403378537,-0.1894109666851681,-0.6663918011546678,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,0.14216742807660193
0,-1.2802480369298874,0.2177844645920968,-0.9758848079225348,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,-0.2788181332678585
0,-0.6690886177852331,-0.29744240763627927,-0.6289129259943965,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.19901532939606997
0,1.5310852911355222,1.3712278495162684,2.3253886371835506,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,2.099466791189752
1,1.6125732136881425,0.6416001175541483,1.6316654670598238,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,1.0346271634669828
0,-0.38388088885106114,0.3490842159019089,-0.25606539923812494,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-0.13400675908430051
0,-0.46536881140368175,-1.3328822185984677,-0.8012628092358323,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0.6202818138102713
0,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,1.9000497001055554
0,-1.2802480369298874,0.16459975520078074,-0.9765907078666953,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.21072851347493957
1,-0.01718523736426863,0.9440881522172598,0.28575692665156505,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.016224378988647384
0,-0.6283446565089229,0.5335686766030371,-0.3893260730716735,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,-0.3352650268240559
0,-1.1580161531009565,-1.0353802504407925,-0.9465458414933643,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.1989870546121515
0,0.1457906077409725,-0.29910442980475804,-0.15079807006519114,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,-0.043606616599252725
0,0.7162060656093164,-0.8342755680548777,-0.15465846038481884,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,-0.5975132222305615
0,0.6347181430566958,-1.173328090424519,-0.3795317113464466,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-0.7447326267505096
0,0.7162060656093164,-1.4841262359300234,-0.5790366830648065,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,-1.062940212303006
0,1.6125732136881425,0.49035610022259274,1.556332707393946,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.7907351123875312
0,-0.9135523854430948,-1.3295581742615106,-0.9085816601214826,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,1.214621041681969
0,-0.5876006952326126,-1.5007464576148097,-0.8345504034776506,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,0.8818396618623427
0,-1.2802480369298874,0.503652277570422,-0.9720905957226722,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.6447998396547995
0,-1.2802480369298874,-1.5123806127941604,-0.9988486154810059,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,1.936222310620544
0,-0.9542963467194051,0.9723425290813964,-0.6492737275087758,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,-0.9279029232622835
0,-1.2395040756535771,0.8626490659618067,-0.9302660240311629,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.0692570331184108
0,0.3087664528462136,0.46708778986389177,0.3721634916914606,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0.14422104004405148
0,1.4903413298592119,1.1535029454455674,2.0109984495530697,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,1.719113113711865
0,0.18653456901728277,1.143530812434696,0.6491189229081799,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,0.21330802725548922
0,-0.5876006952326126,0.5235965435921655,-0.3867671857740916,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-0.3076656930361494
